REF_DATE,GEO,Wages,Type_of_work,National_Occupational_Classification__NOC_,Age_group,Homme,Femme,Ratio
2012,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.23,37.47,0.8872839213829032
2012,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.27,23.33,0.7460825071953949
2012,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,41.37,29,0.7009910563210056
2013,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,29.2,25.39,0.8695205479452055
2013,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,42.78,36.96,0.8639551192145862
2013,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,64.61,60.38,0.9345302584739205
2013,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,47.03,40.97,0.8711460769721454
2013,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.96,26.26,0.8216520650813517
2013,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,41.54,34.14,0.8218584496870487
2013,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,29.79,24.85,0.8341725411211817
2013,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,40.72,32.41,0.7959233791748526
2013,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,45.9,39.68,0.8644880174291939
2013,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,27.95,23.24,0.8314847942754919
2013,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2013,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.72,22.5,0.9903169014084507
2013,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,33.12,28.62,0.8641304347826088
2013,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,40.48,35.58,0.8789525691699605
2013,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.74,18.97,0.8342128408091469
2013,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2013,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,25.46,22.55,0.8857030636292224
2013,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,36.75,31.42,0.8549659863945579
2013,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,39.25,34.34,0.8749044585987262
2013,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,29.75,22.98,0.772436974789916
2013,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,36.8,25.27,0.6866847826086957
2013,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,24.2,21.58,0.8917355371900826
2013,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,34.5,30.26,0.8771014492753624
2013,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,35.91,34.32,0.9557226399331663
2013,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,29.72,18.88,0.6352624495289367
2013,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2013,Québec,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,26.85,24.24,0.9027932960893854
2013,Québec,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,39.86,34.99,0.8778223783241346
2013,Québec,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,62.17,44.19,0.710792986971208
2013,Québec,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,45.33,39.89,0.8799911758217517
2013,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,29.11,26.09,0.8962555822741326
2013,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,36.47,36.25,0.9939676446394297
2013,Ontario,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,29.44,26.4,0.8967391304347825
2013,Ontario,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,43.16,39.41,0.9131139944392956
2013,Ontario,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,66.63,70.09,1.0519285607083897
2013,Ontario,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,48.04,42.97,0.8944629475437136
2013,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.43,28,0.89086859688196
2013,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,40.05,33.37,0.8332084893882646
2013,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,25.87,23.17,0.89563200618477
2013,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,38.13,31.44,0.8245476003147127
2013,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.87,36.07,0.8413809190576161
2013,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.18,22.8,0.7312379730596537
2013,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2013,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,30,25.72,0.8573333333333333
2013,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,43.94,35.38,0.8051888939462905
2013,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,47.58,40.75,0.8564522908785204
2013,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,34.67,23.9,0.6893567926160945
2013,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,44.59,33.21,0.7447858264184795
2013,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,34.25,27.02,0.7889051094890511
2013,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,49.67,39.54,0.7960539561103281
2013,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,52.46,42.14,0.8032786885245902
2013,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,37.16,25.9,0.6969860064585576
2013,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,53.62,45.09,0.8409175680716152
2013,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,29.79,24.73,0.83014434373951
2013,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,42.17,34.54,0.8190656865069954
2013,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2013,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,44.86,38.49,0.8580026749888543
2013,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,33.17,25.24,0.7609285498944829
2013,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,40.37,32.52,0.8055486747584841
2014,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,29.76,25.9,0.8702956989247311
2014,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,44.91,37.32,0.8309953239812959
2014,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,62.28,59.09,0.9487797045600515
2014,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,48.81,42.06,0.8617086662569146
